data,hora,redes,tipo,link,link_facebook,curtidas,comentarios,engajamento,compartilhamentos,salvamentos,alcance,visualizacoes,novos_seguidores,id_instagram,id_facebook,legenda
2025-06-08,15:29,facebook,post,https://www.facebook.com/1394493682493867/posts/1085407676735804,,,,,,,,,,,864936030306107_1085407676735804,Notícias da semana 🚀📰
2025-06-08,15:29,instagram,FEED,https://www.instagram.com/p/DKpRbzVOBqg/,,78,3,81,11,2,2726,4585,0,18175003048328113,,Notícias da semana 🚀📰
2025-06-08,02:47,facebook+instagram,FEED,https://www.instagram.com/p/DKn6MsxIn3g/,https://www.facebook.com/1394493682493867/posts/1085022303441008,509,9,518,10,5,20832,25373,2,17910507897141496,864936030306107_1085022303441008,"🎉 FESTA JUNINA NA PASSAGEM! 🌽🔥

De 5 a 12 de junho, a Praça da Igreja Santa Teresinha vira palco da nossa tradicional e maravilhosa festa de São João! Tudo coberto com tendas pra garantir alegria com conforto, faça chuva ou frio!
Venha festejar em família com segurança, comida boa, festa animada e aquele clima. 🎶💛
📍 Passagem – Tubarão/SC
#FestaJunina #SãoJoãoNaPassagem #Tubarão #VemPraFesta #TradiçãoQueAquece"
2025-06-07,18:44,instagram,REELS,https://www.instagram.com/reel/DKnCbXApwNA/,,81,5,86,19,1,2591,3787,1,18070008508968678,,"DAS BELEZAS DE SANTA CATARINA 🐬

📸🔁 @faroldesantamarta"
2025-06-06,17:44,facebook+instagram,FEED,https://www.instagram.com/p/DKkXSXCOWh7/,https://www.facebook.com/1394493682493867/posts/1084079036868668,127,11,138,12,1,7795,5406,2,18056056433036335,864936030306107_1084079036868668,Trabalhando por SC porque nossas cidades merecem! 👊
2025-06-05,18:13,instagram,REELS,https://www.instagram.com/reel/DKh0aG-RXU5/,,287,31,318,60,12,44489,62990,7,17919435150095663,,"📊 DADOS DOS AUTISTAS EM SC! 🧩

A apresentação do @ibgeoficial foi um passo importante para compreendermos o cenário do autismo em Santa Catarina. Com informação, construímos políticas públicas mais justas e eficientes! 💙

E vem mais por aí: nosso Censo dos Autistas está sendo desenvolvido a quatro mãos com a @assembleiasc e a @acafeoficial . O protótipo já está em fase de testes e, em breve, teremos novidades! 🛠️📱

#AutismoEmDados #CensoAutistaSC #PolíticasPúblicas #IBGE #ALESC #ACAFE #AutismoComRespeito #Inclusão #SantaCatarina"
2025-06-04,17:19,instagram,REELS,https://www.instagram.com/reel/DKfKnJ1ObYy/,,209,11,220,11,0,13125,17623,1,18074181136912513,,"Parabéns pelos 130 anos, Colégio São José! 🎉
Tive a honra de estudar aí — e ainda mais orgulho em ver minhas filhas seguindo os mesmos passos. 🏫✨
Foram anos incríveis, de aprendizado, amizades e memórias que levamos pra vida.
Que venham muitos outros capítulos dessa história tão bonita! 💙

#130AnosCSJ #ColégioSãoJosé #MemóriaeMissão #HistóriaViva #OrgulhoDeSerSJ #Gratidão #EducaçãoTransforma #FamíliaSãoJose"
2025-06-02,19:02,instagram,REELS,https://www.instagram.com/reel/DKaMajDpBO1/,,337,76,413,10,3,13326,19891,4,17913346503105622,,"VAI TER CANTEIRO DE OBRA NOSSA EM IMBITUBA!🚧

O mandato tá chegando em Imbituba com boas notícias: R$ 800 mil em recursos garantidos para obras que fazem a diferença! 💰💪
É trabalho que aparece, é compromisso com a nossa região! 👊🌊

#Imbituba #MandatoPresente #RecursosGarantidos #TrabalhoQueTransforma #MaisObras #CompromissoComAsPessoas #SulDeSC"
2025-05-31,01:27,facebook+instagram,FEED,https://www.instagram.com/p/DKTKuzxI2Rm/,https://www.facebook.com/1394493682493867/posts/1079382214005017,187,7,194,11,1,5230,16838,1,17922807051089857,864936030306107_1079382214005017,"📍 **ESTAR PERTO FAZ TODA A DIFERENÇA!** 🚗✨

Passamos por Agronômica, Trombudo Central, Rio do Sul, Presidente Getúlio, Vitor Meireles, Rio do Campo, Witmarsum e Ituporanga. Cada visita nos reforça como é essencial ouvir, dialogar e fortalecer as lideranças que constroem o futuro de nossas regiões. 🙌

Agradecemos a receptividade dos prefeitos, vereadores e todas as lideranças que nos acolheram tão bem. Juntos, seguimos construindo caminhos e soluções para melhorar a vida de cada catarinense! 🌟🤝

#CatarinensesUnidos #DiálogoRegional #LiderançaLocal #DesenvolvimentoSC #PertoDasPessoas #SantaCatarina"
2025-05-28,18:51,instagram,REELS,https://www.instagram.com/reel/DKNTQcNJw4m/,,491,35,526,41,7,13437,19247,11,18279707899264318,,"É FESTA!🎉A apresentação da @camerataflorianopolis foi maravilhosa fechando com chave de ouro o aniversário de Tubarão. 
Parabéns prefeito @sorattojr e toda a sua equipe por essa festa marcante. Conte comigo pra continuar desenvolvendo a nossa cidade Azul."
2025-05-28,00:38,instagram,REELS,https://www.instagram.com/reel/DKLWa5BIV8r/,,1014,69,1083,81,14,35657,51627,9,18078836737801140,,VIVA TUBARÃO! 🦈 Quem ama nossa cidade compartilha! 🫶
2025-05-27,17:32,facebook+instagram,FEED,https://www.instagram.com/p/DKKl-IWux6K/,https://www.facebook.com/1394493682493867/posts/1077070970902808,45,3,48,7,0,1478,2474,0,18272114662274101,864936030306107_1077070970902808,"🦈Tubarão, 155 anos! 🎉
Cada conquista, cada passo, cada sonho realizado: tudo por ti, cidade azul!
Sou filho dessa terra e é por ela que trabalho todos os dias.
Mais de R$ 16 milhões em investimentos, cuidado com os detalhes que transformam vidas e um compromisso que segue firme com o teu futuro!

Parabéns, Tubarão!
Que venham muitos anos de desenvolvimento, união e amor por essa terra querida.

#Tubarão155Anos #CidadeAzul #AmorPorTubarão #TrabalhoQueTransforma #CompromissoComAVida #ParabénsTubarão #PepeCollaço #RaizForteFuturoFirme"
2025-05-27,14:36,facebook+instagram,FEED,https://www.instagram.com/p/DKKRzJlujpZ/,https://www.facebook.com/1394493682493867/posts/1076973080912597,583,19,602,32,9,20966,25370,11,18083835709674126,864936030306107_1076973080912597,"Reunião produtiva com o Governador @jorginhomello e a bancada do Progressistas!🤝
Diálogo aberto, alinhamento de pautas e foco no desenvolvimento de Santa Catarina. Seguimos com compromisso e trabalho!

#Progressistas #SantaCatarina #TrabalhoPeloPovo #CompromissoComSC #PolíticaQueTransforma #GestãoEficiente #UnidosPorSC #BancadaDoTrabalho"
2025-05-24,21:44,facebook+instagram,FEED,https://www.instagram.com/p/DKDUZW8RZHc/,https://www.facebook.com/1394493682493867/posts/1075119364431302,432,16,448,0,3,7656,11668,4,18069643852793040,864936030306107_1075119364431302,"Que Jesus esteja sempre contigo. Te amamos filha! ❤️

Um dia especial e cheio de fé!
Hoje a nossa Manu deu um passo importante na fé: recebeu a Primeira Comunhão.
Com o coração puro e cheio de luz, ela nos encheu de orgulho e emoção. Que esse seja apenas o começo de uma vida guiada pelo amor de Deus, pela fé e pela bondade.

Família reunida, coração em festa e gratidão!🙏 

#PrimeiraComunhão #Família #Fé #Amor #Manu #Gratidão #JesusNoCoraçã"
2025-05-23,16:29,instagram,REELS,https://www.instagram.com/reel/DKALTQwO44g/,,132,5,137,5,1,13787,5077,4,18209123872306993,,"Boa notícia chegando pra Antônio Carlos! 🤭

R$350 mil garantidos para a pavimentação de ruas importantes, como a Rua Saul Scherer e a Rua Zeno Pauli, que vão integrar um novo binário viário no município!

Mais mobilidade, mais qualidade de vida e mais segurança pra quem vive e circula por aqui.
Acompanhe de perto o andamento dessa obra que vai transformar o dia a dia da nossa gente!

É investimento que faz a diferença!

#AntônioCarlos #PavimentaçãoImportante #NovosBinários #MaisMobilidade #ObraQueTransforma #CaminhoDoDesenvolvimento #SC"
2025-05-21,20:40,facebook+instagram,FEED,https://www.instagram.com/p/DJ7eqtLJ_x6/,https://www.facebook.com/1394493682493867/posts/1073032231306682,198,6,204,10,1,4645,7789,2,17892233547126676,864936030306107_1073032231306682,"Como é bom receber vocês! 💕 @redefemininatubarao contem comigo nessa causa de combate ao câncer, vocês fazem um trabalho lindo que deve ser reconhecido."
2025-05-20,20:10,instagram,REELS,https://www.instagram.com/reel/DJ413Y1pibY/,,121,11,132,14,0,8333,10512,1,18032916341372165,,"PRESTAÇÃO DE CONTAS NA ACIT ✍️
Mais de R$ 56 milhões investidos no Sul, com foco em saúde, mobilidade, inclusão e desenvolvimento regional. Compromisso firme com quem vive aqui!

#PepêCollaço #MandatoPresente #SulDeSC #ACIT #PrestaçãoDeContas"
2025-05-19,19:23,instagram,REELS,https://www.instagram.com/reel/DJ2L2MWJKqq/,,108,7,115,17,2,11448,15860,1,18124435768439845,,"PepêReborn em ação pra mostrar como se faz política: Prestando Contas do trabalho!😉

O balanço do nosso mandato será apresentado hoje na ACIT, mostrando o impacto do nosso mandato na nossa região."
2025-05-19,10:00,instagram,REELS,https://www.instagram.com/reel/DJ1L0SfuSBB/,,268,28,296,19,4,13429,5182,1,17952983864958171,,"100 anos de Santa Teresinha
Hoje a Igreja celebra 100 anos da canonização de Santa Teresinha do Menino Jesus.
Ela nos mostrou que é possível ser santo nas pequenas coisas, com amor, fé e simplicidade.

Com muita alegria e honra, nossa família foi escolhida para representar São Luís e Santa Zélia, os pais de Teresinha, também santos.
É uma emoção grande dar vida a essa família que viveu o amor de Deus no dia a dia.

Que o exemplo deles nos inspire sempre.

#SantaTeresinha #SãoLuísESantaZélia #FamíliaSanta #100AnosDeFé #PequenoCaminho #ComAmorESimplicidade"
2025-05-17,15:18,instagram,REELS,https://www.instagram.com/reel/DJwkgU0OWtF/,,290,18,308,23,1,20424,8814,5,18171636766335912,,"TOMBO DA POLENTA: TRADIÇÃO QUE NOS UNE!🇮🇹

Uma panela gigante, muita polenta e um povo que valoriza suas raízes!
O Tombo da Polenta é mais do que uma festa: é cultura, história e identidade do nosso interior catarinense.

A valorização das tradições regionais é essencial para fortalecer o turismo, movimentar a economia local e preservar o que temos de mais autêntico. A Festa no Morro da Fumaça estava linda 
Vamos seguir defendendo políticas públicas que incentivem o turismo cultural e o orgulho de ser catarinense!

#TomboDaPolenta #CulturaCatarinense #TradiçãoQueGeraRenda #PepêCollaço #SCLevadoASério #TurismoCultural"
2025-05-15,18:18,facebook+instagram,FEED,https://www.instagram.com/p/DJrxrB0p7S-/,https://www.facebook.com/1394493682493867/posts/1068909188385653,117,4,121,3,1,2663,3767,1,18045077033616741,864936030306107_1068909188385653,"ESTÁGIO VISITA DA ALESC 🚀

Uma experiência única no coração do parlamento! Nossos dois estagiários participaram do programa Estágio Visita da ALESC, vivenciando o dia a dia de um deputado estadual: acompanharam sessões, comissões e até manifestações da sociedade sobre os projetos em votação. 

Uma imersão real na política catarinense, porque formar cidadãos mais conscientes é também fortalecer a democracia. 

Você participaria de uma imersão como essa?"
2025-05-13,18:30,facebook+instagram,FEED,https://www.instagram.com/p/DJmpZLWJKWU/,https://www.facebook.com/1394493682493867/posts/1067703395172899,113,6,119,26,2,5218,7686,3,18012777398535033,864936030306107_1067703395172899,"UNIÃO PROGRESSISTA! ⤴️

Deixe sua dúvida aqui🙌"
2025-05-09,18:59,instagram,REELS,https://www.instagram.com/reel/DJcYcGlJzlY/,,272,14,286,20,1,16521,21743,8,17903830161168660,,"REGIÃO SERRANA, obrigado! 

É na estrada ouvindo a população, conversando e conhecendo a realidade de todo o estado que a gente entende a verdadeira política. Gratidão a todo o acolhimento e carinho. A Serra é linda e também tem meu coração. 👊🫶"
2025-05-07,21:54,instagram,REELS,https://www.instagram.com/reel/DJXjc4SpTRz/,,549,25,574,106,6,36621,45935,6,18065668043088437,,"🌎 Uma ferrovia pode mudar tudo.
🚂 Santa Catarina no centro de uma rota internacional? Isso é mais que possível — é estratégico!

Do Atlântico ao Pacífico, o #CorredorBioceânico pode conectar o Sul do Brasil ao mundo 🌐.
Mas... será que vai sair do papel? Ou vamos continuar parados no tempo?

⏳ Chegou a hora de cobrar visão de futuro!

#SantaCatarina #FerroviaBioceânica #InfraestruturaJá #SulDoBrasil #Conesul #Geopolítica #Exportação #Desenvolvimento #BrasilQueAvança #ConectadosComOMundo #VisãoDeFuturo"
2025-05-05,23:33,facebook+instagram,FEED,https://www.instagram.com/p/DJSlu47pky0/,https://www.facebook.com/1394493682493867/posts/1062774992332406,96,7,103,9,0,2859,3837,0,17928987698935529,864936030306107_1062774992332406,Política de verdade é assim! 🎯
2025-05-02,21:13,instagram,REELS,https://www.instagram.com/reel/DJKnBMKptDy/,,176,18,194,20,2,9566,12329,2,18326845795161703,,"💥 TRUMP QUER DERRUBAR O DÓLAR? 🤔

📉 Em 1985, os EUA desvalorizaram o dólar com o Acordo Plaza. Agora, Trump propõe o “Acordo de Mar-a-Lago” para repetir a estratégia. O objetivo? Fortalecer a indústria americana e reduzir o déficit comercial. Mas, num cenário global diferente, será que isso funcionará ou causará instabilidade mundial?

#Trump #Dólar #EconomiaGlobal"
2025-05-01,17:00,facebook+instagram,FEED,https://www.instagram.com/p/DJHlptsJoT1/,https://www.facebook.com/1394493682493867/posts/1059745239302048,30,3,33,12,0,2954,3667,0,17890609278126232,864936030306107_1059745239302048,"O trabalho é a força que move Santa Catarina! 💪🏼

Neste 1º de Maio, celebramos todos os catarinenses que, com dedicação, coragem e esperança, constroem um estado cada vez melhor. Parabéns, trabalhador e trabalhadora! 👷🏽‍♀️

#DiaDoTrabalhador #SantaCatarinaQueTrabalha #OrgulhoDeQuemFaz"
2025-04-30,16:52,facebook,post,https://www.facebook.com/1394493682493867/posts/1059026269373945,,,,,,,,,,,864936030306107_1059026269373945,DEIXA AQUI TUA OPINIÃO! ⬇️
2025-04-30,16:52,instagram,FEED,https://www.instagram.com/p/DJE_3d8uQLx/,,66,11,77,11,0,2800,4338,0,17986268183665368,,DEIXA AQUI TUA OPINIÃO! ⬇️
2025-04-27,20:59,instagram,REELS,https://www.instagram.com/reel/DI9sgr3pCy7/,,410,22,432,54,2,17966,10384,11,17988282413654369,,"TRADIÇÃO EM AÇÃO 🇮🇹🔥🐎

Celebrando os 148 anos da imigração italiana no sul de Santa Catarina, aproveitei pra mostrar pras meninas um pouco da nossa tradição, com direito a polenta do famoso Tombo da Polenta, participei do Pálio de Azambuja — a tradicional corrida de cavalos — e também do Corte de Toras, simbolizando o esforço dos primeiros imigrantes na transformação da mata virgem. ￼

Valorizo presença, cultura e nossas raizes! Que festa, parabéns @agnaldofilippi 

#FestaDaColôniaAzambuja #TradiçãoItaliana #PepêCollaço #CulturaViva #SC #Polenta #PálioDeAzambuja #CorteDeToras #IdentidadeCatarinense #RaízesItalianas"
2025-04-27,13:09,facebook,post,https://www.facebook.com/1394493682493867/posts/1056800806263158,,,,,,,,,,,864936030306107_1056800806263158,Notícias da semana! ↔️
2025-04-27,13:08,instagram,FEED,https://www.instagram.com/p/DI836oJu4cN/,,57,3,60,6,1,2580,4294,0,17952404066812876,,Notícias da semana! ↔️
2025-04-25,17:13,instagram,REELS,https://www.instagram.com/reel/DI4JyZ2pTro/,,370,81,451,54,3,23080,31466,10,18461491570079882,,"SEXTOUU COM CHEIRINHO DE ASFALTO NOVO! 🎉

Essa é a revitalização da SC-437 em Pescaria Brava, resultado de quem acredita que política levado a sério. 🛣️

Em Pescaria Brava, o bairro Barreiros está vivendo uma transformação de verdade: 4,5 km de revitalização com pavimentação de qualidade e compromisso com as pessoas! 🏗️

E mais do que asfalto, é respeito com quem vive aqui todos os dias. 🤝 Obra bem feita, com recursos garantidos e apoio firme do nosso mandato! 💪

Vamos seguir assim: fazendo, entregando e cuidando de cada região de Santa Catarina. 🌟

#SegueOMandato
#ObraEntregue
#InfraestruturaÉPrioridade
#PescariaBrava
#Barreiros
#PepêCollaço #JorginhoMello 
#SCLevadoASério
#MandatoQueEntrega"
2025-04-23,15:02,instagram,REELS,https://www.instagram.com/reel/DIyxPUip-91/,,423,14,437,35,2,20927,26726,4,17859225378405498,,"🕊️ Um ciclo se encerra no Vaticano!

A transição no papado é mais que uma mudança de liderança: é um momento que ecoa na fé, na política e na cultura global. Assista ao vídeo completo e reflita sobre o impacto desse novo capítulo. 

#PapaFrancisco #Conclave2025 #IgrejaCatólica #Legado #HistóriaEmCurso #ReflexãoGlobal"
2025-04-22,21:48,facebook+instagram,FEED,https://www.instagram.com/p/DIw7aPjJaLp/,https://www.facebook.com/1394493682493867/posts/1053453509931221,105,12,117,22,1,4112,4958,0,17858706549405553,864936030306107_1053453509931221,"ABRIL AZUL 🩵

Defendendo o autismo por mais inclusão!"
2025-04-20,13:02,facebook,post,https://www.facebook.com/1394493682493867/posts/1051745833435322,,,,,,,,,,,864936030306107_1051745833435322,Feliz Páscoa! 🙏
2025-04-20,13:02,instagram,FEED,https://www.instagram.com/p/DIq1pfGOX6B/,,30,3,33,12,0,2135,2771,0,17844062757466482,,Feliz Páscoa! 🙏
2025-04-19,20:08,instagram,REELS,https://www.instagram.com/reel/DIpA9Kap7c7/,,258,20,278,21,1,16994,20789,1,18456018196075876,,"TENSÃO ENTRE GIGANTES 🇨🇳🇺🇸

China x EUA… e no meio disso tudo, o Brasil pode sair ganhando!
Nosso agro pode ser o grande protagonista dessa nova disputa comercial.
Mas a pergunta é: estamos prontos?

#AgroÉBrasil #MercadoGlobal #ComércioExterior #Taxação #ChinaEUA #SojaBrasileira #Economia #BrasilNoJogo #LagunaSC #OportunidadeInternacional"
2025-04-18,11:24,facebook,post,https://www.facebook.com/1394493682493867/posts/1050272706915968,,,,,,,,,,,864936030306107_1050272706915968,Notícias da semana! ➡️
2025-04-18,11:24,instagram,FEED,https://www.instagram.com/p/DIlgzijO72_/,,81,2,83,14,0,2921,5355,0,17863994319380687,,Notícias da semana! ➡️
2025-04-16,21:57,instagram,REELS,https://www.instagram.com/reel/DIhbyUfJ64i/,,263,34,297,23,2,21269,18129,7,18064463291059195,,"VITÓRIA PARA O RIO TUBARÃO! ✅ O GOVERNO DO ESTADO VAI INCLUIR A REDRAGAGEM DO RIO TUBARÃO NA LDO DE 2026!

Essa conquista é resultado da articulação da Bancada do Sul, que garantiu o compromisso do Estado com uma das obras mais aguardadas pela nossa região.

💬 “É demorado, é complexo — mas está andando. E esse é o nosso papel.” 

#RedragagemJá #RioTubarão #PepêCollaço #SulDeSC #LDO2026 #VitóriaDoSul #TrabalhoQueEntrega #SegurançaParaTodos #UFSC #DefesaCivil"
2025-04-14,16:34,instagram,REELS,https://www.instagram.com/reel/DIbw60lO7Xl/,,111,8,119,18,0,14872,4376,4,18026994659437276,,"MORRO DOS CAVALOS VAI TRANCAR DE NOVO? 👀

Com as chuvas, o trecho voltou a ser interditado. Precisamos garantir alternativas viáveis para manter Santa Catarina conectada.

O Governo do Estado estuda um novo contorno de 14 km. Também há  necessidades de avanço nas rotas São Bonifácio–São Martinho e SC-108, em Anitápolis. Seguimos acompanhando e reforçando a importância dessas obras para o escoamento e a segurança da nossa região.

#PepêCollaço #InfraestruturaSC #MorroDosCavalos #RotasAlternativas #DesenvolvimentoRegional"
2025-04-11,23:23,facebook+instagram,FEED,https://www.instagram.com/p/DIUxjk5JhX7/,https://www.facebook.com/1394493682493867/posts/1045510664058839,74,3,77,7,1,2946,5564,0,18025943711456911,864936030306107_1045510664058839,"INVESTIMENTO DIRETO NA AMUREL! 🚀

No programa SC levada a sério foi liberado milhões de reais para todos os prefeitos da nossa região, na busca de que nossas cidades se desenvolvam com grandes projetos. Estamos juntos! 👊"
2025-04-10,17:26,instagram,REELS,https://www.instagram.com/reel/DIRjg_NJfyU/,,118,8,126,14,0,10745,12898,2,18024454667660218,,"🚧 ROTAS ALTERNATIVAS! ❌

O Sul de SC não pode ficar isolado 🛣️
💥 Pedimos ao Governo do Estado atenção imediata à SC-108 e SC-435. São só 20km que fazem toda a diferença!
👉 Segurança, economia e mobilidade para quem vive aqui.
📢 Vamos juntos pressionar por agilidade!

#RotasAlternativas #SC108Já #SulDeSC #MobilidadeUrgente #SC435 #Infraestrutura #NãoPodemosEsperar #MaisConexão #SulForte"
2025-04-09,22:00,facebook+instagram,FEED,https://www.instagram.com/p/DIPec4qJhep/,https://www.facebook.com/1394493682493867/posts/1043999697543269,50,3,53,11,1,2921,4010,1,17939735817003827,864936030306107_1043999697543269,"💪 Seguimos firmes na luta pela redragagem do Rio Tubarão! 

O novo estudo está sendo realizado pela UFSC e deve ficar pronto até o fim de 2025. Mais um passo importante pra tentar tirar essa obra do papel e proteger nossa região das enchentes. 🚜🌊 #PepêCollaço #DragagemJá #SegurançaParaOTubarão"
2025-04-08,22:13,instagram,REELS,https://www.instagram.com/reel/DIM6vKTJ0X7/,,257,15,272,25,2,15834,19825,5,18042009116167436,,"TRAGÉDIA ANUNCIADA! ❌

🚨 O acidente do final de semana escancarou o descaso com uma das passagens mais importantes para a economia do sul catarinense. Já são anos de promessas, ofícios, respostas burocráticas... e nada sai do papel. 😤

📢 Chega de enrolação! O sul de SC precisa de respeito. O túnel no Morro dos Cavalos é urgente e tem que sair do papel AGORA! 🛣️💥

#MorroDosCavalos #SulDeSC #InfraestruturaJá #Urgência #Desenvolvimento #Economia #SC #BancadaDoSul #ObraPrioritária #GovernoFederal #TragédiaAnunciada #ChegaDePromessas"
2025-04-07,14:58,facebook+instagram,FEED,https://www.instagram.com/p/DIJkklxuONz/,https://www.facebook.com/1394493682493867/posts/1042307031045869,9856,849,10705,460,345,641852,707108,41,18075219283763864,864936030306107_1042307031045869,"QUEM PAGA ESSA CONTA SOMOS NÓS!🚨 

Precisamos da BR-101 para trabalhar, viver, transportar nossas mercadorias, conectar o Sul ao Brasil e ao mundo.
Até quando vamos conviver com tragédias como essa?

O Sul de Santa Catarina clama por respeito. O túnel no Morro dos Cavalos é urgente e inadiável!

Se você também está cansado de esperar, COMPARTILHE!
✊ Juntos somos mais fortes!

#BR101Já #TúnelMorroDosCavalos #SulClamaPorRespeito #ChegaDeTragédias #SCemMovimento #InfraestruturaJá #SulConectado #UrgênciaJá #MobilidadeSegura"
2025-04-07,00:48,instagram,REELS,https://www.instagram.com/reel/DIIC_kbJVqp/,,210,24,234,90,10,22621,22030,1,18122543977431907,,Precisamos ser ouvidos! Deixe aqui seu comentário!
2025-04-06,18:47,instagram,REELS,https://www.instagram.com/reel/DIHZyEYJWM-/,,248,16,264,115,5,8764,13690,6,18060897467288007,,"Que tristeza! 😱

Acidentes como este são frequentes no Morro dos Cavalos. Sabemos que é um gargalo que compromete a mobilidade em todo o estado — especialmente no Sul de Santa Catarina.

Por isso, há anos reivindicamos a inclusão do túnel no novo contrato de concessão da ANTT e da Arteris. Não podemos aceitar menos que isso. É uma obra complexa, sim, mas absolutamente necessária. Cenas como essas são tristes, mas, infelizmente, comuns nesse trecho.

📸 via WhatsApp."
2025-04-05,18:45,facebook+instagram,FEED,https://www.instagram.com/p/DIE079DJKJa/,https://www.facebook.com/1394493682493867/posts/1040956177847621,70,15,85,12,0,3684,5310,2,17879469606275734,864936030306107_1040956177847621,NOTÍCIAS DA SEMANA! 🗞️ arrasta! ↔️
2025-04-04,21:46,instagram,REELS,https://www.instagram.com/reel/DICkD46J_M5/,,506,56,562,47,5,18971,16994,6,17920489784962480,,"🚧 Promessa feita, promessa cumprida! 💪
Hoje entregamos mais uma obra em Pescaria Brava: pavimentação com lajotas que sai do papel graças ao nosso trabalho conjunto com a comunidade 👏

É mais mobilidade, segurança e dignidade pra quem vive aqui! 🌟
E pode esperar que vem mais por aí... 🚀

#PescariaBrava #ObraEntregue #Pavimentação #TrabalhoQueTransforma #TamoJunto #PepeCollaço #SantaCatarina #MaisResultados #CompromissoCumprido #LajotaNaRua"
2025-04-01,13:40,facebook+instagram,FEED,https://www.instagram.com/p/DH5-3xUOghS/,https://www.facebook.com/1394493682493867/posts/1037602851516287,151,22,173,40,0,4068,6373,1,18073214578668233,864936030306107_1037602851516287,"AUTISMO DEFENDIDO COM AÇÕES! 🧩👊

Cada pessoa autista trilha uma jornada única. Por isso, nosso compromisso é garantir inclusão, respeito e políticas públicas eficazes.

Na Alesc, já avançamos com:
• Censo do Autismo com a Acafe
• Criação da Frente Parlamentar
• Protocolo Individualizado de Avaliação (PIA)
• Seminários e capacitações

#ConhecerParaIncluir
Comente aqui: o que mais você gostaria de ver na defesa do autismo?"
2025-03-31,15:35,instagram,REELS,https://www.instagram.com/reel/DH3mbWsOCEL/,,739,91,830,61,12,32483,36769,9,17884580595143184,,"Sanga do Lageado o asfalto tá chegando! 🛣️

A obra tá ficando caprichada e aqui tiramos as dúvidas da comunidade.😉

#asfalto #tubarao #tubaraobelasantacatarina #pepêcollaço #sorattoedenis #obra #santacatarina"
2025-03-29,13:45,facebook+instagram,FEED,https://www.instagram.com/p/DHyRBGBOa-4/,https://www.facebook.com/1394493682493867/posts/1035352208408018,102,3,105,6,1,2127,3830,0,18063081418983428,864936030306107_1035352208408018,"LA BELLA POLENTA! 🍽️🇮🇹

Nada como uma boa polenta pra esquentar o coração e homenagear nossas raízes em todas as versões, inclusive na trend. 😜
Bom Final de semana com sabor de tradição e o orgulho da nossa homenagem ao Tombo da Polenta! 

Viva a cultura italiana! 

#TomboDaPolenta #CulturaItaliana #Polenta #Raízes #Tradição #OrgulhoDeSer"
2025-03-28,20:48,instagram,REELS,https://www.instagram.com/reel/DHwakBvpDEZ/,,259,19,278,16,1,38219,54686,3,18295538335172330,,"NÓS CHEGAMOS EM GRAVATAL! 🚀

Nossos recursos estão sendo aplicados e foram mais de 2 milhões enviados pra cidade que só está crescendo nessa gestão do Prefeito @cleinils.rodriguesdasilva e @viceprefeito_marcoscorrea 

Saúde, infraestrutura, educação e não para por aí! Fica ligado que vamos chegar na sua cidade 😉"
2025-03-26,20:44,instagram,REELS,https://www.instagram.com/reel/DHrSMiKJv-W/,,200,15,215,15,2,13727,17631,0,17982227795671238,,"Taxar é retroceder! 👊

Só olhar os países que já tentaram fazer essa política que percebemos a ineficiência da mesma. 👎"
2025-03-24,19:05,facebook+instagram,FEED,https://www.instagram.com/p/DHl9vFapcFw/,https://www.facebook.com/1394493682493867/posts/1032038695406036,907,20,927,84,54,32926,62696,4,18116672923445457,864936030306107_1032038695406036,"Há 51 anos, Tubarão enfrentava uma das maiores tragédias da sua história.
As águas invadiram ruas, casas e vidas, mas o povo tubaronense respondeu com coragem, trabalho e união.

Hoje, seguimos juntos, defendendo ações que previnam novas catástrofes: redragagens, pontes seguras, descarte consciente de lixo e proteção da APA da Baleia Franca.

Para que o passado não se repita, precisamos agir no presente.
Vamos juntos pelo melhor em Tubarão!

#TubarãoSC #MemóriaColetiva #Enchente1974 #UnidosPorTubarão #PrevençãoÉACaminho #RedragagemJa"
2025-03-23,15:26,instagram,REELS,https://www.instagram.com/reel/DHi-0aZOu9b/,,507,43,550,31,17,38606,44802,12,17953865129794752,,"Nosso mandato tá chegando aí na sua cidade! 😉
Trabalhando por quem mais precisa e fazendo a diferença de verdade. Foi assim na Sanga do Lajeado, onde somamos forças com @juliogarciasc , @esperidiaoamin e @sorattojr para tirar o asfalto do papel — e agora ele já tá sendo colocado! 🛣️

Estamos aqui pra enviar recursos 💰, fiscalizar 👀 e comemorar cada conquista junto com você 🎉
É assim que a boa política transforma vidas!

#MandatoPresente #ObraQueTransforma #SangaDoLajeado #TrabalhoQueAparece #PolíticaComPropósito #MaisInfraestrutura #AsfaltoNovo #SulDeSC #DeputadoEstadual #CaminhoDoDesenvolvimento"
2025-03-21,21:31,facebook+instagram,FEED,https://www.instagram.com/p/DHegC16JOFj/,https://www.facebook.com/1394493682493867/posts/1029985185611387,42,5,47,8,0,2942,4374,0,18055633523276891,864936030306107_1029985185611387,"Notícias da semana! 🗞️🚀

Mais emprego na região, desenvolvimento e valorização da nossa terra."
2025-03-20,22:02,facebook+instagram,FEED,https://www.instagram.com/p/DHb-0KUO2Xk/,https://www.facebook.com/1394493682493867/posts/1029286352347937,103,3,106,3,0,1507,3051,0,18061967650981168,864936030306107_1029286352347937,"SAUDADES MINHAS MENINAS 💕

Papai já tá chegando e com novidades pra toda a região.🫶 

📸 @brunocollaco"
