"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
17862235158620270,17841407156512145,folharegionalwebtv,"Folha Regional","A equoterapia tem se mostrado extremamente benéfica quando usada como intervenção complementar para as pessoas com transtorno do espectro autista. Os cavalos são capazes de ajudar de verdade a promover o desenvolvimento físico, emocional e social.

Os projetos desenvolvidos com este tipo de terapia na região de Tubarão têm alcançado resultados de sucesso.  Alguns deles ocorrem no Centro de Terapia Integrada e Intensiva Ecosonhos, com sede em Laguna e unidades em Santa Rosa do Sul, Jacinto Machado, Pedras Grandes, Orleans e Lauro Müller.

Mais de 200 praticantes com TEA de várias cidades e de todas as idades participam. Mãe do pequeno Miguel Fortunato Domingos, de 7 anos, a pescadora Cintia da Silva Fortunato Domingos confirma a evolução do filho após o início das sessões de equoterapia.

Miguel foi diagnosticado com TEA aos 2 anos e 4 meses e, desde então, Cintia faz de tudo o que é possível para que ele tenha melhor qualidade de vida. “Depois que o Miguel começou a ter contato com os cavalos, passou a interagir mais, demonstrar o que sente. Se soltou e fez novos amiguinhos”, relata a mãe.

📲 LEIA A MATÉRIA COMPLETA EM FOLHAREGIONALWEBTV.COM. Link na bio.",0,"04/16/2026 08:18",https://www.instagram.com/reel/DXMm4aaDinh/,"Reel do Instagram",,Total,6991,98,13,1,0,,
18113246866764507,17841401444333135,pepecollaco,"Pepê Collaço","RESULTADO QUE APARECE 👷‍♂️

Aqui não é promessa.
É investimento que sai do papel e vira realidade. ✅

Em Ituporanga, já são mais de R$ 3 milhões em pavimentação, além de investimentos na educação e novas obras chegando.

💰 Mais ruas
📚 Mais estrutura
📈 Mais desenvolvimento

E essa rua coberta é mais um passo pra fortalecer o turismo e valorizar ainda mais a terra da cebola, orgulho de Santa Catarina! 🧅

Seguimos trabalhando, junto com o prefeito, pra fazer acontecer de verdade. 🤝

👉 Acompanhe e compartilhe.

#Ituporanga #SantaCatarina #Infraestrutura #Investimento #Desenvolvimento TurismoSC TerraDaCebola TrabalhoQueAparece PepeCollaço",40,"04/17/2026 12:12",https://www.instagram.com/reel/DXPmqjdkRsv/,"Reel do Instagram",,Total,22283,227,15,15,6,24417,6
18092004025920056,17841401444333135,pepecollaco,"Pepê Collaço","NÃO FOI SORTE. FOI TRABALHO 💪

Falar que Santa Catarina “ganhou tudo” é ignorar a realidade.
Aqui teve fome, isolamento, promessa não cumprida… e muito trabalho.

Nada veio fácil. Você concorda?",147,"04/17/2026 15:07",https://www.instagram.com/reel/DXP619fAG0C/,"Reel do Instagram",,Total,49277,1082,58,59,10,43610,12
18096879533276749,17841401444333135,pepecollaco,"Pepê Collaço","Um jogo de tênis com o mestre @esperidiaoamin! 🎾",0,"04/18/2026 16:39",https://www.instagram.com/reel/DXSpzuzDbPb/,"Reel do Instagram",,Total,13412,285,45,35,0,22060,3
17936072847211722,17841401444333135,pepecollaco,"Pepê Collaço","DESENVOLVIMENTO QUE CHEGA NA PONTA 🚧

Mais uma conquista para Orleans! 🙌
Com recurso destinado pelo nosso mandato, o asfalto já está fazendo a diferença no dia a dia da comunidade.

Menos poeira, mais qualidade de vida.
Mais acessibilidade, mais dignidade para quem vive aqui.

Seguimos firmes como parceiros de Orleans e de todo o Sul, trabalhando por uma região mais desenvolvida, conectada e com oportunidades para todos. 🤝

Esse é o nosso compromisso: transformar investimento em resultado real na vida das pessoas.

Acompanhe, compartilhe e siga para ver mais ações como essa! 🚀

#Orleans #SulCatarinense #Infraestrutura #DesenvolvimentoRegional #TrabalhoQueDáResultado SantaCatarina PepêCollaço",0,"04/19/2026 13:43",https://www.instagram.com/reel/DXU6Z_DAQ_z/,"Reel do Instagram",,Total,23609,244,16,10,1,16434,15
18122907250620732,17841401444333135,pepecollaco,"Pepê Collaço","TRADIÇÃO QUE SEGUE VIVA 🤠

Não é só um galpão.

É história.
É identidade.
É a cultura gaúcha sendo passada de geração em geração.

Aqui em Braço do Norte, o CTG é ponto de encontro, é raiz, é orgulho da nossa gente.

E é por isso que a gente investe.
Porque estrutura faz a diferença.
É ela que mantém viva aquilo que não pode se perder.

Seguimos trabalhando por quem preserva a nossa cultura todos os dias.

👉 Conte comigo.

#BraçoDoNorte #CulturaGaúcha #Tradição #CTG #SantaCatarina InvestimentoPúblico MandatoPresente PepeCollaço",0,"04/20/2026 13:44",https://www.instagram.com/reel/DXXfaTDgYUU/,"Reel do Instagram",,Total,44203,603,246,10,9,29164,24
18006979136715125,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO NÃO É TUDO IGUAL 🧩💙

Você sabia que existem níveis de autismo?
E que eles indicam o quanto de apoio cada pessoa precisa no dia a dia?

Entender isso muda tudo.

📌 Não é sobre rótulos.
É sobre garantir o suporte certo, na medida certa.

Quando a gente ignora essas diferenças, dois erros acontecem:
➡️ cobrar além do que a pessoa consegue
➡️ ou não oferecer o apoio necessário

E inclusão de verdade só acontece com informação, estrutura e respeito.

Na escola.
Na saúde.
Na sociedade.

💙 Conhecer é o primeiro passo para incluir.

Compartilhe esse conteúdo e ajude mais pessoas a entenderem!

#AutismoÉPrioridade #AbrilAzul #ConhecerParaIncluir #Inclusão #TEA SantaCatarina PepêPeloAutismo PolíticasPúblicas RespeitoAoAutist

::",0,"04/22/2026 14:03",https://www.instagram.com/p/DXcscZTALQ3/,"Carrossel do Instagram",,Total,4454,42,25,6,0,2946,1
18101691781783751,17841401444333135,pepecollaco,"Pepê Collaço","INVESTIMENTO QUE CHEGA NA PONTA 🚜

Hoje estive em Presidente Nereu fazendo a entrega de um veículo que já está fazendo a diferença no dia a dia de quem trabalha no campo 🙌

E é isso que importa: esse carro sendo usado pra agricultura, sao recursos bem aplicados, chegando onde precisa e ajudando a fortalecer a nossa agricultura 🌱

Esse pedido veio do vereador, passou pelo nosso gabinete e virou resultado de verdade pra comunidade 🤝

Seguimos trabalhando por mais investimentos, mais apoio aos municípios e mais desenvolvimento para Santa Catarina!

Acompanhe, compartilhe e siga para ficar por dentro 👍

#SantaCatarina #AgriculturaForte #DesenvolvimentoRegional #PepeCollaço #TrabalhoQueDáResultado InteriorForte SC",58,"04/23/2026 15:18",https://www.instagram.com/reel/DXfY_UJADqI/,"Reel do Instagram",,Total,6133,87,15,8,1,16273,1
17858620893596965,17841400889620437,angelaghislandi,"Ângela Ghislandi",,0,"04/25/2026 08:26",https://www.instagram.com/reel/DXjzVg-ABXu/,"Reel do Instagram",,Total,27567,1007,41,61,0,,
18065478617342975,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO E IPVA: UM DIREITO QUE MUITA GENTE AINDA NÃO SABE 🚗💙

Muita gente acredita que existe uma lei específica só para autismo garantindo a isenção do IPVA… mas não é bem assim 👇

Em Santa Catarina, a base desse direito vem de legislações mais antigas, como a Lei nº 7.543/1988, que já previa a isenção para pessoas com deficiência.

Com o avanço da sociedade e do entendimento jurídico, o autismo passou a ser reconhecido como deficiência para fins legais — e é por isso que hoje pessoas com TEA têm esse direito garantido ✅

📌 Na prática, o que você precisa saber:

✔️ O veículo deve ser utilizado pela pessoa com autismo
✔️ Pode estar no nome dela ou do responsável legal
✔️ Não precisa ser conduzido pela própria pessoa
✔️ É obrigatório apresentar laudo médico comprovando o TEA

⚠️ Um ponto muito importante:
👉 O que define se há direito à isenção não é o nível do autismo, e sim se há incapacidade de dirigir, comprovada por laudo médico.

Esse é um direito que faz diferença real na vida das famílias 💙

E muita gente ainda não sabe disso…

📲 Compartilhe essa informação e ajude mais pessoas a conhecerem seus direitos!

#AutismoÉPrioridade #DireitosPcD #Inclusão #SantaCatarina #IPVA TEA ConhecerParaIncluir PepêPeloAut",11,"04/27/2026 13:37",https://www.instagram.com/reel/DXpg2Nqgewx/,"Reel do Instagram",,Total,24434,158,75,22,6,18211,3
18393800704152928,17841401444333135,pepecollaco,"Pepê Collaço","IMPOSTO QUE FICA NA CIDADE 💰

Você sabia que pode destinar parte do seu imposto de renda para ajudar projetos sociais aqui mesmo em Tubarão?

Essa é uma forma simples de fazer a diferença, fortalecendo iniciativas que cuidam das nossas crianças e adolescentes, através do Fundo da Infância e Adolescência.

Eu já fiz a minha parte e você também pode fazer a sua. Vamos manter esse recurso aqui, ajudando quem mais precisa na nossa cidade 🙌

Contem comigo nessa causa!

➡️ Compartilhe e incentive mais pessoas a participarem!

#Tubarão #ImpostoDeRenda #FIA #Cidadania #SantaCatarina",30,"04/29/2026 10:17",https://www.instagram.com/reel/DXuTuKagIZM/,"Reel do Instagram",,Total,16094,211,26,14,3,11493,5
18000978434934061,17841401444333135,pepecollaco,"Pepê Collaço","INVESTIMENTO QUE TRANSFORMA 🌟

Uma obra que vai mudar a cara de Ituporanga!

Mais estrutura, mais movimento e mais turismo para a cidade valorizando ainda mais a nossa gente e a nossa economia. 💼🚀

A terra da cebola, orgulho de Santa Catarina, segue avançando com trabalho sério e parcerias que geram resultado. 🧅👏

Seguimos juntos, construindo oportunidades e desenvolvimento para toda a região!

👉 Acompanhe, compartilhe e faça parte dessa transformação.

#Ituporanga #SantaCatarina #Desenvolvimento #Infraestrutura #TurismoSC TrabalhoQueDáResultado PepêCollaço",32,"04/30/2026 13:43",https://www.instagram.com/reel/DXxPuwKhZLj/,"Reel do Instagram",,Total,50044,1206,967,27,44,36883,44
17905513992413205,17841401444333135,pepecollaco,"Pepê Collaço","MAIS INVESTIMENTO NO CAMPO 🚜

Seguimos trabalhando e entregando resultado!

Dessa vez, garantimos mais um caminhão zero km e dois tratores para fortalecer a agricultura de Braço do Norte. 💪🌱

É investimento direto no produtor, mais estrutura para quem trabalha e mais desenvolvimento para o nosso interior.

Nosso compromisso é esse: estar presente e fazer acontecer!

Conta sempre com o nosso trabalho 🤝

#AgriculturaForte #DesenvolvimentoRegional #BraçoDoNorte #SantaCatarina #Infraestrutura TrabalhoQueEntrega",49,"05/02/2026 13:54",https://www.instagram.com/reel/DX2bA8eBzyP/,"Reel do Instagram",,Total,23640,218,17,12,1,17584,6
18110499196678145,17841401444333135,pepecollaco,"Pepê Collaço","ENERGIA QUE MOVE SANTA CATARINA ⚡

Hoje foi dia de reconhecer uma história que faz parte do desenvolvimento do nosso estado.

A Assembleia Legislativa prestou uma homenagem ao Complexo Termelétrico Jorge Lacerda o maior da América Latina e a todos que fazem parte dessa engrenagem essencial para Santa Catarina e para o Brasil.

Mais do que geração de energia, estamos falando de segurança energética, de estabilidade para a nossa economia e de milhares de famílias que dependem dessa cadeia produtiva.

O carvão aqui no Sul é trabalho, é renda e é desenvolvimento regional.

Valorizar essa história é valorizar quem constrói o presente e garante o futuro do nosso estado.

👉 Acompanhe e compartilhe.

#SantaCatarina #Energia #DesenvolvimentoRegional #Infraestrutura #EconomiaSC JorgeLacerda EnergiaQueMove SulDeSC Alesc PepêCollaço",81,"05/04/2026 16:22",https://www.instagram.com/reel/DX71SHmtdk6/,"Reel do Instagram",,Total,9278,162,12,22,1,12823,3
18098654588322981,17841401444333135,pepecollaco,"Pepê Collaço","Estamos escalados pra esse ano! 🇧🇷

🛡️Saíram as figurinhas do time que trabalha por Santa Catarina! E eu tô pronto, preparado e querendo marcar muitos gols pelo nosso estado e pela nossa gente. Vamo pra cima!

#PepêCollaço #SantaCatarina #TrabalhoDeVerdade #VamoPraCima",0,"05/05/2026 13:10",https://www.instagram.com/p/DX-EPz4mQ3_/,"Imagem do Instagram",,Total,6936,190,24,21,1,4275,0
18124359430552514,17841428532012157,amaiteaitaiopolis,AMAI,"🧩 AMAI EM AÇÃO: DIÁLOGO E RECONHECIMENTO EM PROL DO AUTISMO 🧩
 
Hoje, a AMAI – Associação Mais Amor Itaiópolis esteve presente em encontro com o Deputado Estadual @pepecollaco , representada pela nossa presidente @taniawerka e por duas mães @danidbk @simone.pscheidt que fazem parte da nossa diretoria, no qual representamos todas as famílias TEA de Itaiópolis.
 
Na ocasião, entregamos ao parlamentar o nosso ofício, onde apresentamos a nossa associação, expusemos a realidade que vivem as pessoas com autismo e suas famílias em nosso município — como a falta de estrutura específica, a limitação no atendimento e a escassez de terapias — e solicitamos o seu apoio e parceria para fortalecer políticas públicas e transformar essa realidade.
 
Gostaríamos também de mencionar o Deputado Estadual  @fernando.krelling com quem tivemos contato recentemente e que já demonstrou seu apoio de forma muito especial: desejando sucesso para a AMAI, colocando seu gabinete a disposição e também ele protocolou na Assembleia Legislativa uma Moção de  Aplausos em nome de nossa presidente @taniawerka como a primeira presidente oficial da AMAI,  reconhecendo seu trabalho e dedicação em prol da causa e no trabalho que estamos construindo com tanto carinho e dedicação. Esse gesto nos emociona muito e mostra o quanto a nossa causa é importante para todos.
 
É fundamental lembrar: a nossa luta é pela causa do autismo, acima de qualquer sigla partidária. Estamos abertos ao diálogo e contamos com o apoio de todos os representantes que queiram trabalhar por uma Itaiópolis mais inclusiva, digna e acolhedora para todos.
 
O autismo não tem partido, tem gente, tem história, tem direitos! 💙
 
#AMAIItaiópolis #AutismoÉDireito #InclusãoEmPrimeiroLugar #ItaiópolisPorTodos",0,"05/07/2026 16:16",https://www.instagram.com/p/DYDjmk4DV-R/,"Carrossel do Instagram",,Total,2965,78,0,7,0,,
18102261668113906,17841401444333135,pepecollaco,"Pepê Collaço","ITAIÓPOLIS E SUAS RAÍZES 🇵🇱❤️

Hoje tivemos a alegria de visitar a tradicional Casa Poloski, em Itaiópolis, ao lado dos vereadores e lideranças da cidade. Um espaço que preserva a história, a cultura e as tradições do povo polonês que ajudou a construir a identidade da nossa região. ✨

Mais do que um museu, a Casa Poloski é um verdadeiro patrimônio cultural de Santa Catarina. Um lugar que nos faz valorizar ainda mais as nossas origens, a força das famílias e o legado deixado pelas gerações que vieram antes de nós. 👏

Também é motivo de orgulho poder contribuir com o desenvolvimento de Itaiópolis através das emendas e recursos que destinamos para o município. Nosso compromisso é seguir trabalhando para fortalecer a cidade, apoiar as demandas da população e valorizar quem faz a diferença no dia a dia da comunidade. 🤝

Fica aqui o nosso agradecimento pela recepção tão acolhedora e as boas-vindas à querida Itaiópolis, uma cidade rica em cultura, história e pessoas incríveis. 🚀

Seguimos juntos, valorizando a cultura, preservando a história e investindo no futuro da nossa gente! ❤️

#Itaiópolis #SantaCatarina #CulturaPolonesa #CasaPoloski #PepêCollaço Tradição",50,"05/08/2026 14:10",https://www.instagram.com/reel/DYF5ONIMPKD/,"Reel do Instagram",,Total,6840,89,7,8,1,18354,2
17888076150485997,17841401444333135,pepecollaco,"Pepê Collaço","AQUI É O BRASIL QUE QUEREMOS! 🇧🇷

#flaviobolsonaro #brasil #santacatarina #bolsonaro",0,"05/08/2026 18:25",https://www.instagram.com/p/DYGWgb8jdi7/,"Imagem do Instagram",,Total,22218,770,57,33,5,13238,31
18085067798526167,17841401444333135,pepecollaco,"Pepê Collaço","Hoje é dia de homenagear quem é o alicerce da minha família. ❤️

@brubrunelcollaco você é uma mãe maravilhosa, dedicada e cheia de amor, que faz a diferença todos os dias com seu cuidado e carinho com nossas meninas.🌷

Por ela, desejo um Feliz Dia das Mães a todas as mães que transformam o mundo através do amor.

Que nunca faltem reconhecimento, carinho e amor para vocês. 💐",0,"05/10/2026 06:07",https://www.instagram.com/p/DYKMSKsgIiP/,"Carrossel do Instagram",,Total,7870,218,2,8,3,3532,0
17885194002550245,17841401444333135,pepecollaco,"Pepê Collaço","TUBARÃO MERECE MAIS! 

Tenho muito orgulho de representar essa cidade que cresce, se desenvolve e segue sendo referência para toda a nossa região. 🚀

E comemorar o aniversário de Tubarão também é reafirmar o nosso compromisso com o futuro da cidade. Já são mais de R$ 20 milhões destinados para investimentos, obras, saúde, infraestrutura e desenvolvimento. 💰🏗️

E podem ter certeza: isso é só parte do presente que a Cidade Azul merece. Seguiremos trabalhando, buscando recursos e lutando por mais conquistas para Tubarão e para toda a nossa gente. 🤝

#Tubarão #CidadeAzul #ParabénsTubarão #SantaCatarina #PepêCollaço TrabalhoQueDáResultado Desenvolvimento SulDeSC",15,"05/12/2026 04:17",https://www.instagram.com/reel/DYPI4gPAXfs/,"Reel do Instagram",,Total,14826,149,19,18,2,14778,0
17894296074459796,17841405600273213,mama_floripa,Mamá,"Hoje apresento a vocês meus pré-candidatos a deputado estadual e federal, pelas causas e bandeiras pelas quais vamos lutar juntos.

Tmj e Bora trabalhar 👊🏻",118,"05/12/2026 14:08",https://www.instagram.com/reel/DYQLzD8PC0B/,"Reel do Instagram",,Total,21737,603,145,137,0,,
17883686862559785,17841405588025845,eduardoguollo,"Eduardo Sartor Guollo","Mais um compromisso assumido com a nossa gente saindo do papel! 🚜🛣️

Assinamos hoje a Ordem de Serviço para a pavimentação da Rodovia Tranquilo Sartor – Trecho 2, em Linha Torrens. Serão mais de 4,4 quilômetros de pavimentação, garantindo mais segurança, mobilidade e desenvolvimento para a comunidade e para todo o município.

Essa importante conquista faz parte do maior pacote de investimentos da história de Morro da Fumaça.

Nosso agradecimento ao governador Jorginho Mello e aos deputados estaduais Pepê Collaço e José Milton Scheffer pela parceria e pelo apoio a mais este investimento para a cidade.",101,"05/15/2026 03:00",https://www.instagram.com/reel/DYWu16rpSTY/,"Reel do Instagram",,Total,25389,694,84,51,0,,
18067300955362165,17841401444333135,pepecollaco,"Pepê Collaço","🏗️ MORRO DA FUMAÇA AVANÇANDO

O que hoje é projeto, amanhã será realidade. 🚧✨

A nova rua coberta vai transformar esse espaço em um ponto de encontro para as famílias, eventos e desenvolvimento da cidade. 🙌

E obra importante acontece com parceria, trabalho e investimento. 🤝

Seguimos apoiando os municípios e buscando recursos para tirar projetos do papel e melhorar a vida das pessoas.

Morro da Fumaça merece crescer cada vez mais! 🚀

#MorroDaFumaça #Infraestrutura #Desenvolvimento #PepêCollaço",42,"05/15/2026 14:16",https://www.instagram.com/reel/DYX79IHOOxS/,"Reel do Instagram",,Total,44935,1003,241,19,9,30779,21
