"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18089607424813083,17841401444333135,pepecollaco,"Pepê Collaço","🤝✨ Hoje é um dia especial para Tubarão!
Destinamos R$100 mil para o Clube de Mães do município.

Esse espaço vai muito além de encontros: ele fortalece laços, gera oportunidades, valoriza o trabalho das mulheres e multiplica cuidado e solidariedade pela nossa cidade. 🌸👩‍👩‍👧‍👦

Com esse recurso, garantimos que o Clube continue sendo referência em união e transformação social. 💪❤️

Seguimos firmes, trabalhando por Tubarão e por toda a região! 🚀

#TrabalhoQueTransforma #PepeCollaço #Tubarão #ForçaDasMães #MaisPorVocê",46,"08/29/2025 13:09",https://www.instagram.com/reel/DN86PPCAb4u/,"Reel do Instagram",,Total,22021,29702,358,35,9,12,1
18065949050191374,17841401444333135,pepecollaco,"Pepê Collaço","✨ Gratidão imensa a toda a cidade de Içara pelo título de Cidadão de Içara que acabo de receber. 🙏💙
Esse reconhecimento me emociona e fortalece ainda mais meu compromisso com cada pessoa que vive aqui.

Enviamos recursos pra obras importantes e vamos continuar nesse caminho, trabalhando com seriedade e carinho para contribuir com o desenvolvimento de Içara e de toda a nossa região. 🚜🏙️

Contem comigo para seguir transformando nossa cidade e construindo um futuro ainda melhor! 💪🌟

#Içara #CidadãoIsarense #TrabalhoQueTransforma #PepeCollaço #Gratidão #CompromissoComAsPessoas",40,"08/28/2025 17:50",https://www.instagram.com/reel/DN61HFmDW1i/,"Reel do Instagram",,Total,9841,13057,215,16,3,23,2
17862456084395987,17841404156491115,deputadozemilton,"Zé Milton","✨ NOVIDADE NA BANCADA PROGRESSISTA DA ALESC!

É com muita honra e alegria que aceitei o desafio de presidir a bancada progressista neste próximo ano. 🚀

Meu agradecimento especial ao amigo e colega de partido, deputado Altair Silva, que conduziu essa missão com dedicação e um trabalho exemplar ao longo do último ano. Também agradeço ao meu parceiro de caminhada, Pepe Colaço, sempre presente e comprometido em todas as demandas.

Assumo essa responsabilidade com o compromisso de dar o meu melhor diante dos desafios que virão. Obrigado pela confiança dos colegas e espero corresponder à altura dessa oportunidade. Podem contar comigo! ✅👊🏻",0,"08/26/2025 14:00",https://www.instagram.com/p/DN1SCL-ZMjf/,"Imagem do Instagram",,Total,17751,7053,338,15,1,46,0
17880065073261135,17841401444333135,pepecollaco,"Pepê Collaço","A senadora Tereza Cristina é sinônimo de trabalho, dedicação e compromisso com o Brasil. Um exemplo que inspira e motiva a todos nós a seguirmos firmes nessa caminhada. 🙌🇧🇷",0,"08/20/2025 12:18",https://www.instagram.com/p/DNlpp1IpoAc/,"Imagem do Instagram",,Total,7686,3023,77,8,1,3,0
17857977360474652,17841401444333135,pepecollaco,"Pepê Collaço","UNIÃO PROGRESSISTA: NOVO CAPÍTULO NA POLÍTICA 🇧🇷

Nossa convenção Progressistas junto com a oficialização da Federação União Progressista. Um momento histórico para a política nacional, definindo estatuto, diretrizes e estratégias que fortalecem a democracia e a integração partidária.

Nós, deputados de SC, participamos ativamente para garantir que a voz da nossa região esteja presente nesse processo. 💪🌎

👉 E você, o que espera da União Progressista para o futuro do Brasil?

#UniaoProgressista #PoliticaNacional #SulEmBrasilia",0,"08/19/2025 11:06",https://www.instagram.com/p/DNi8oy0O8Z3/,"Imagem do Instagram",,Total,26690,5928,146,16,1,4,6
18379089121125071,17841401444333135,pepecollaco,"Pepê Collaço","OBRA CONCLUÍDA E VEM MAIS POR AÍ! 🚀

Cheirinho de asfalto novo na estrada do Siqueiro, em Pescaria Brava! 🌟
Foram R$ 2,5 milhões investidos para garantir o asfalto que já está pronto e hoje anunciamos mais R$ 2,5 milhões, fruto da parceria com o governador @jorginhomello e da grande administração que o prefeito @henriquecastropp11 tem feito. 💪",52,"08/17/2025 10:04",https://www.instagram.com/reel/DNdrGY-OXzj/,"Reel do Instagram",,Total,25589,23997,622,167,23,22,4
18525174658050058,17841401444333135,pepecollaco,"Pepê Collaço","✨ Nosso sábado é assim: sempre junto, sempre presente! Hoje marcando presença no Arraiá da Zofa, aqui em Tubarão. 🦈",0,"08/16/2025 12:30",https://www.instagram.com/p/DNbX32JpTd9/,"Imagem do Instagram",,Total,7739,2859,141,4,3,5,1
18365448976151131,17841401444333135,pepecollaco,"Pepê Collaço","Trabalhamos muito e com sorriso no rosto porque fazemos o que a gente gosta! 🚀",15,"08/13/2025 13:32",https://www.instagram.com/reel/DNTwHkYJn4G/,"Reel do Instagram",,Total,19833,19362,136,16,2,5,3
18187816510319195,17841401444333135,pepecollaco,"Pepê Collaço","🚀O futuro da inovação já tem endereço em Tubarão: Sigma Park! 💡

🏙️ Um espaço que conecta tecnologia, negócios e oportunidades para transformar ideias em realidade. 🌟 #SigmaPark #TubarãoInovadora #FuturoAgora",40,"08/11/2025 15:01",https://www.instagram.com/reel/DNOv9s7JGrx/,"Reel do Instagram",,Total,15453,14192,170,12,1,3,0
18084291196848335,17841401444333135,pepecollaco,"Pepê Collaço","Feliz dia dos pais para todos 💙",0,"08/10/2025 11:37",https://www.instagram.com/p/DNL08XhpN1o/,"Carrossel do Instagram",,Total,5827,1440,164,0,3,5,2
18088765564742410,17841401444333135,pepecollaco,"Pepê Collaço","Quem viveu essa época de debates reais? 🤔",114,"08/09/2025 14:36",https://www.instagram.com/reel/DNJkWlqJ0DZ/,"Reel do Instagram",,Total,1751,1240,44,2,1,3,2
18043556090646497,17841401444333135,pepecollaco,"Pepê Collaço","DESENVOLVENDO A REGIÃO! 🫡
Assumi o compromisso de representar o Sul e lutar por investimentos que fizessem a diferença. E conseguimos! 💪

Já são mais de R$ 55 milhões destinados à região da Amurel, com recursos investidos em todos os municípios.
O trabalho sério e responsável está transformando nossa região! 🚀🇧🇷

#CompromissoCumprido #RegiãoSul #Amurel #TrabalhoQueEntrega #DesenvolvimentoRegional #MandatoPresente #MaisInvestimentos",43,"08/07/2025 10:07",https://www.instagram.com/reel/DND7i_-utdH/,"Reel do Instagram",,Total,5844,10143,88,9,0,7,0
18051274577407810,17841401444333135,pepecollaco,"Pepê Collaço","Com orgulho e gratidão, aprovamos a homenagem ao Movimento Escoteiro em Rio Negrinho! 👏

O Grupo Escoteiro Arnaldo de Almeida Oliveira, fundado em 1989, é um exemplo vivo de dedicação, educação e serviço à comunidade. 💚

Mais de 70 jovens e 20 voluntários fazem parte desse movimento transformador que desperta valores, forma líderes e constrói um futuro melhor todos os dias! 💪🌍

📣 Se você acredita no poder da juventude e na força do voluntariado, essa homenagem também é sua! 🙌

#EscoteirosDoBrasil #RioNegrinho #LiderançaJuvenil #OrgulhoDaNossaCidade #HomenagemMerecida #TrabalhoVoluntário #GrupoEscoteiro #CompromissoComOFuturo #EducaçãoTransformadora #JuntosSomosMaisFortes",120,"08/06/2025 15:22",https://www.instagram.com/reel/DNB6yvkptFR/,"Reel do Instagram",,Total,5328,8096,99,16,0,4,2
17947965824881815,17841401444333135,pepecollaco,"Pepê Collaço","🏗️ O Clube do Idoso será ampliado!

Mais qualidade de vida, mais respeito com quem tanto já fez por nós. É o nosso compromisso com Itapema e com nossa parceira @gabi.f.nascimento se tornando realidade! 💙

#CompromissoCumprido #Itapema #ClubeDoIdoso #MaisQualidadeDeVida #RespeitoComOsIdosos #MandatoPresente 💪👵👴",62,"08/04/2025 11:48",https://www.instagram.com/reel/DM8Y7FopI7w/,"Reel do Instagram",,Total,9096,15147,238,30,11,10,1
18338110306164475,17841401444333135,pepecollaco,"Pepê Collaço","NA ESTRADA! 🚙💨🙅‍♂️

Essa semana foi de estrada, encontros e escutando as necessidades e realidades dos municípios. De cidade em cidade, reforçamos compromissos, ouvimos as demandas da nossa gente e seguimos construindo soluções junto das lideranças que fazem a diferença! 💪🌱

Porque política se faz assim: com presença, olho no olho e muito trabalho! 👊

#PepeColasso #PéNaEstrada #Lideranças #SulDeSC #PolíticaComPropósito #CompromissoComAsPessoas #MandatoPresente #DeputadoEstadual",0,"08/03/2025 11:29",https://www.instagram.com/p/DM5ykF-JsLf/,"Carrossel do Instagram",,Total,12635,4775,112,12,1,5,0
18093101518632293,17841401444333135,pepecollaco,"Pepê Collaço","📍PASSO DE TORRES

Trabalhar pelo desenvolvimento das nossas cidades é compromisso do nosso mandato. Em Passo de Torres, não é diferente: mais emendas, mais investimentos, mais qualidade de vida para quem vive aqui. Conte sempre com a gente! 🤝🚀",60,"08/01/2025 10:22",https://www.instagram.com/reel/DM0g5k3uVif/,"Reel do Instagram",,Total,3898,9812,65,5,0,5,0
18090647506664109,17841401444333135,pepecollaco,"Pepê Collaço","MAIS DE 2 MIL KM só essa semana!🚙💨

Precisamos estar nas cidades pra saber as reais necessidades do catarinense, SEMPRE PRESENTE! 🙅‍♂️🚀",12,"07/31/2025 09:50",https://www.instagram.com/reel/DMx4WykOV8G/,"Reel do Instagram",,Total,8640,5632,120,18,4,12,1
17858193441466551,17841401444333135,pepecollaco,"Pepê Collaço","ESTAR PRESENTE! 🤝

🚨 Avanços que você pode ver e sentir! Estivemos onde as mudanças acontecem porque acompanhar de perto é garantir que a transformação chegue até você.

🛣️ Rodovia SC-443: A recuperação do trecho entre Criciúma e Morro da Fumaça é um alívio para quem trafega todos os dias. Segurança e mobilidade de volta à rotina!

🏫 Escola Walter Holthausen – Lauro Müller: A reforma e ampliação mostram que quando se investe em educação, se constrói um novo amanhã.

🔑 Infraestrutura e ensino caminhando juntos. Seguimos lado a lado em cada conquista, parabéns @jorginhomello pelas entregas de grande importância pra região. 

#TransformaçãoDeVerdade #PresençaQueFazADiferença #SC443 #EducaçãoÉPrioridade #LauroMüller #Criciúma #MorroDaFumaça #AvançosReais #MaisEducação #MaisInfraestrutura #ConstruindoOFuturo",0,"07/30/2025 12:39",https://www.instagram.com/p/DMvnYFJpZPD/,"Carrossel do Instagram",,Total,11909,5139,82,9,0,3,0
18036123854429472,17841465837727878,tiagoduarte11711,"Tiago Duarte","*Deputado Pepê Collaço destina recursos para compra de veículo para a Saúde*

O município de Praia Grande recebeu, nesta terça-feira (29), a visita do deputado estadual Pepê Collaço, que oficializou a destinação de recursos para a área da Saúde. Durante encontro realizado no gabinete do prefeito Elisandro Machado (Fanica), o parlamentar confirmou a liberação de R$ 400 mil para a aquisição de uma van que atenderá o transporte de pacientes da rede municipal de Saúde.

A reunião contou com a presença do secretário de Saúde, Marquinhos Alves; do secretário de Agricultura, Celso Júnior; da vereadora Bruna Maciel; do diretor de Saúde, Rodrigo Marcelino; e do diretor de Esportes, Tiago Duarte.

Além do investimento na Saúde, o deputado também destinou R$ 100 mil para a Educação, R$ 100 mil para o Turismo e R$ 100 mil para o Esporte, totalizando R$ 700 mil em recursos para diversas áreas do município.

O prefeito Fanica agradeceu o apoio do parlamentar e destacou a importância da parceria.
“Esses recursos chegam em boa hora e vão contribuir diretamente para melhorar os serviços oferecidos à nossa população. A van para a Saúde, por exemplo, vai facilitar o deslocamento de pacientes para tratamentos e consultas em outros municípios”, afirmou.",0,"07/30/2025 09:28",https://www.instagram.com/p/DMvRdEUxv2B/,"Imagem do Instagram",,Total,5970,3274,77,1,0,7,0
17912372448156314,17841401444333135,pepecollaco,"Pepê Collaço","PÉ NA ESTRADA! 🚙🙅‍♂️

Aqui em Grão-Pará não foi diferente, emenda, investimentos, parceria e mais qualidade de vida pras pessoas, é o gabinete 34 chegando. Tudo que gostamos de fazer! 🚀",63,"07/29/2025 07:53",https://www.instagram.com/reel/DMsg6UbuqM5/,"Reel do Instagram",,Total,6949,14133,141,6,1,6,1
17892205161281065,17841401444333135,pepecollaco,"Pepê Collaço","🏃‍♀️⚽ O esporte transforma, inspira e ensina. É no jogo, na disciplina e na convivência que moldamos o futuro das nossas crianças. Por isso, seguimos incentivando com tanta força! 💪

#EsporteÉTransformação #FuturoDasCrianças #IncentivoAoEsporte #Cidadania #Disciplina #EsporteParaTodos",0,"07/28/2025 13:35",https://www.instagram.com/p/DMqkJhaJLFn/,"Imagem do Instagram",,Total,8278,4764,93,22,1,12,0
18067195124145353,17841406103421847,igor_vereadorpp,"Igor Machado","✨Reunião importante do Partido Progressista em Gravatal. Reunindo Lideranças Políticas de toda região. 💬🤝🏼
Fortalecendo a união e o trabalho conjunto pelo desenvolvimento do Sul de Santa Catarina. 🚀🚀

#políticacompropósito #suldesantacatarina #gravatal #trabalhopelofuturo #liderançasunidas 

@pepecollaco 
@deputadozemilton 
@cleinils.rodriguesdasilva 
@edson.brognara 
@pedropauloesmeraldino 
@giovanirodriguesdarosaa 
@lekajeh.s",0,"07/27/2025 05:15",https://www.instagram.com/p/DMnGGePuYbL/,"Carrossel do Instagram",,Total,11756,4105,112,2,0,2,0
18008836565608326,17841401444333135,pepecollaco,"Pepê Collaço","O trabalho não para! 🚀

Reunião importante do partido em Gravatal, reunindo lideranças políticas de toda a região! 💬🤝
Estiveram presentes representantes de Armazém, Braço do Norte, São Ludgero e Gravatal, fortalecendo a união e o trabalho conjunto pelo desenvolvimento do Sul de Santa Catarina. 💪🌟

#PolíticaComPropósito #SulDeSantaCatarina #Gravatal #Armazém #BraçoDoNorte #SãoLudgero #TrabalhoPeloFuturo #LiderançasUnidas",0,"07/26/2025 15:32",https://www.instagram.com/p/DMln7PPJmeG/,"Carrossel do Instagram",,Total,12441,4487,135,2,0,3,1
17883279984222344,17841401444333135,pepecollaco,"Pepê Collaço","Tamo chegandooo! 🚙💨
Onde a gente passa, a transformação acontece! 💪✨
Essas são algumas das obras que ajudamos a tirar do papel e que hoje fazem a diferença na vida das pessoas.
Seguimos firmes, trabalhando por cada comunidade! 🛠️🏡 #TrabalhoQueTransforma #MandatoPresente #CompromissoComVocê",0,"07/23/2025 12:38",https://www.instagram.com/p/DMdlrnCJstK/,"Carrossel do Instagram",,Total,5843,1770,55,16,0,6,0
18044420888293707,17841401444333135,pepecollaco,"Pepê Collaço","COMEÇANDO A SEMANA INFORMADO! 🗞️☕️",0,"07/21/2025 12:08",https://www.instagram.com/p/DMYYpJjJwRU/,"Carrossel do Instagram",,Total,7951,3795,80,19,0,4,0
18285013024269248,17841401444333135,pepecollaco,"Pepê Collaço","🚧 Obra aguardada, conquista confirmada!

A ligação entre a Várzea e a BR-101 finalmente vai sair do papel. São R$ 5 milhões garantidos para mais de 2 km de asfalto que vão transformar a mobilidade, a economia e a vida de quem vive aqui.

Não é promessa. É realidade chegando no chão.

#AsfaltoNaVárzea #Gravatal #PepeCollaço #PrefeitoClei #ObraQueTransforma #SCEmObras #MaisMobilidade #MaisDesenvolvimento",75,"07/20/2025 08:39",https://www.instagram.com/reel/DMVbiB5uwiT/,"Reel do Instagram",,Total,15083,19596,246,79,12,9,4
18353626687085165,17841401444333135,pepecollaco,"Pepê Collaço","💸 Calote bilionário da Venezuela: quem paga é você.

Desde 2018, Maduro não paga a dívida com o Brasil. Já são R$ 10,3 bilhões, sendo R$ 2,7 bi só de juros.

💰 O Tesouro teve que cobrir o prejuízo com dinheiro público.
📈 Em 2025, a dívida já cresceu quase R$ 1 bi.
🤐 E o governo Lula segue em silêncio.

Isso não é sobre política. É sobre respeito ao seu dinheiro.

#CaloteDaVenezuela #DinheiroPúblico #VocêPagou #BrasilPrecisaReagir #TesouroNacional #ChegaDeSubmissão #FirmezaJa",0,"07/17/2025 14:27",https://www.instagram.com/p/DMOVVX8pZSX/,"Carrossel do Instagram",,Total,4902,2147,49,9,0,25,0
18063154037225782,17841401444333135,pepecollaco,"Pepê Collaço","🎓 UNIVERSIDADE GRATUITA! 💥

Tem gente se endividando por acreditar em um programa que ainda precisa de ajustes. Estamos na Alesc cobrando soluções, defendendo mais bolsas, prazos justos e respeito com quem sonha com a universidade.

📽️ Assista e entenda o que está sendo feito pra mudar isso!

#UniversidadeGratuita #MaisBolsasJá #EducaçãoÉPrioridade #EstamosNaLuta #CompromissoComOFuturo #Alesc #SC #JustiçaParaEstudantes",61,"07/16/2025 15:51",https://www.instagram.com/reel/DML5pjEp1Mk/,"Reel do Instagram",,Total,45939,31428,491,107,25,34,5
17986872332692457,17841406933676299,portallitoralmais,"Portal Litoral Mais","Os deputados estaduais da Bancada do Sul reuniram-se nesta terça-feira (15) com o presidente em exercício do Tribunal de Justiça de Santa Catarina (TJSC), desembargador Cid José Goulart Junior, para tratar sobre melhorias nas comarcas da região, especialmente em Capivari de Baixo.

A comarca tem apenas uma vara, e uma segunda é reivindicada para reduzir a grande quantidade de processos.

“Foi uma reunião produtiva. O próprio presidente em exercício reconheceu que existem mais de 12 mil processos em Capivari e ele considera elevado em comparação com outras comarcas. O desembargador se mostrou muito solícito a resolver essa demanda da OAB e do município”, destaca o deputado Pepê Collaço (PP).

A pauta agora deve ser levada à corregedoria e à presidência do TJ, para que seja feita uma análise mais apurada sobre a reivindicação e haja uma resposta em breve.

📲 LEIA A MATÉRIA COMPLETA EM LITORALMAIS.NET",0,"07/15/2025 11:54",https://www.instagram.com/p/DMI6UXUPxeL/,"Imagem do Instagram",,Total,2182,1229,15,2,0,1,0
17916737262131464,17841401444333135,pepecollaco,"Pepê Collaço","📍 Capivari de Baixo precisa de reforço no Judiciário!

Hoje levamos ao TJSC, junto com a bancada do sul, o pedido pela criação de uma segunda vara na comarca, que já passa de 12 mil processos ativos ⚖️📄
Mais estrutura = mais agilidade e justiça para a população ✅

#Justiça #CapivariDeBaixo #TJSC #BancadaDoSul #DeputadosEstaduais #MaisEficiência",79,"07/15/2025 11:02",https://www.instagram.com/reel/DMIzO3PucMt/,"Reel do Instagram",,Total,10736,8186,163,17,4,11,0
18032388968678549,17841401444333135,pepecollaco,"Pepê Collaço","✨ O que era sonho, agora é realidade! 

Garopaba acaba de ganhar uma nova creche: o CEI Profª Maria Marta Ribeiro Sanseverino! Um espaço planejado para oferecer mais conforto, segurança e desenvolvimento para nossas crianças e tranquilidade para as famílias. 👶📚💙

A entrega foi realizada pelo prefeito Júnior Abreu e o vice-prefeito Guto Chaves, que também assinaram ordens de serviço para novas pavimentações em várias ruas da cidade. Cada rua pavimentada, cada nova estrutura entregue, é a prova concreta de um governo que entrega e transforma.

🚧 Garopaba está crescendo, evoluindo e se preparando para o futuro. E tudo isso só é possível com planejamento, trabalho sério e compromisso com as pessoas.

É Garopaba avançando no presente para garantir um amanhã melhor para todos.

#GaropabaCresce #EducaçãoDeQualidade #PrefeituraQueEntrega #NovaCreche #MaisRuas #DesenvolvimentoReal",68,"07/14/2025 08:27",https://www.instagram.com/reel/DMF8t68OUya/,"Reel do Instagram",,Total,17551,11101,303,24,4,11,0
18066857813145283,17841400889620437,angelaghislandi,"Ângela Ghislandi","Hoje o desfile de tratores e máquinas agrícolas em São Bento Alto foi um verdadeiro espetáculo! Que orgulho ver nossos agricultores sendo homenageados com tanto carinho e tradição. A força do campo é o que move nossa Nova Veneza, e estar aqui celebrando junto com vocês é motivo de muita alegria. Viva São Bento Alto e viva quem faz essa terra crescer com tanto amor! 💚🚜✨",92,"07/13/2025 17:17",https://www.instagram.com/reel/DMEVZuPAlA3/,"Reel do Instagram",,Total,25502,13131,843,145,13,35,0
17953143926841025,17841401444333135,pepecollaco,"Pepê Collaço","Festa junina do Colégio São José! 🌽🎉
Aproveitando esse tempinho pra matar a saudade da Família, @brubrunelcollaco e minhas princesas, Lelê e Manu, acompanhando a quadrilha delas! ❤️

#FestaJunina #ColégioSãoJosé #Lelê #Manu #Quadrilha #AmorQueNãoSeMede",4,"07/12/2025 12:39",https://www.instagram.com/reel/DMBQQcwJdlX/,"Reel do Instagram",,Total,4360,2025,164,2,0,3,0
18059687240197714,17841401444333135,pepecollaco,"Pepê Collaço","📉 Quem paga a conta dos novos impostos? Sempre o povo.
Enquanto deveríamos estar reduzindo a carga tributária e fortalecendo a economia com mais dinheiro no bolso dos brasileiros, o governo Lula vai na contramão e aumenta ainda mais os impostos.
Resultado? Poder de compra afundando e o povo pagando a conta. 💸🚨

#MenosImpostosMaisBrasil #EconomiaNaVeia #Lula #Tributos #PoderDeCompra #ContraAMaré",55,"07/12/2025 05:43",https://www.instagram.com/reel/DMAhFwpOzVW/,"Reel do Instagram",,Total,6304,4075,196,156,2,45,1
18380122087135090,17841401444333135,pepecollaco,"Pepê Collaço","QUEM PAGA O PREÇO DESSA IRRESPONSABILIDADE SOMOS NÓS! 😒

Deixe sua opinião nos comentários. ⬇️",0,"07/11/2025 09:13",https://www.instagram.com/p/DL-Un1QOTCl/,"Carrossel do Instagram",,Total,12058,7040,204,37,2,121,5
17976825737909418,17841421979835663,radioacbfm87.9,"RÁDIO ACB FM 87.9","Presença do Dep.Estadual @pepecollaco no nosso estande.",50,"07/11/2025 06:26",https://www.instagram.com/reel/DL-BQ-Dur9L/,"Reel do Instagram",,Total,2690,1639,43,7,0,2,0
18087823738665540,17841408315916041,extrasc,extra.sc,"Tubaronense é reconhecido como o escritor mais longevo em atividade no mundo.

Leia em EXTRA.SC. Link nos stories",0,"07/11/2025 04:21",https://www.instagram.com/p/DL9zQW8uBF9/,"Imagem do Instagram",,Total,3113,2030,48,0,0,2,0
17913457929115494,17841403150527568,professoraadrianamacarini,"Adriana Luz Macarini","📍Estive na Fundação Catarinense de Educação Especial em busca de recursos para a construção da nova sede da @apaenavegantes . 

💪🏻 Reafirmo meu compromisso com a inclusão, o cuidado e a valorização das pessoas com deficiência. Meu agradecimento ao deputado @pepecollaco, que tem caminhado conosco nessa luta tão importante. 

🙏🏻 Tenho fé de que, com união e determinação, vamos tirar esse projeto do papel e realizar o sonho de uma nova sede — mais digna, acolhedora e transformadora para todos que fazem parte da APAE",54,"07/10/2025 13:21",https://www.instagram.com/reel/DL8KrSZRZH7/,"Reel do Instagram",,Total,5718,3168,164,18,2,34,0
17973793952817437,17841401444333135,pepecollaco,"Pepê Collaço","🚨 É UM ABSURDO ESSAS FILAS! 💥

A @ccr_oficial tem que nos ouvir! Filas quilométricas, falta de manutenção e pedágios cada vez mais caros. 🚗⏳ Um desrespeito com quem trafega pela nossa BR-101!

Já enviamos um requerimento à @antt_oficial exigindo soluções. Isso não pode continuar assim! ⚠️

✊ Quem mais já passou por esse perrengue? Comenta aqui!

#BR101 #CCR #PedágioAbusivo #RespeitoJá #ANTT #Trânsito",56,"02/11/2025 03:28",https://www.instagram.com/reel/DF7j45MunnM/,"Reel do Instagram",,Total,28524,36502,518,58,11,51,3
18083199715607574,17841401444333135,pepecollaco,"Pepê Collaço","🗣️Estamos esperando ansiosos pelo projeto da Redragagem. É uma luta constante e precisamos estar prontos para que o Sul também ganhe recursos. Cada passo conta para levar desenvolvimento a todas as regiões. 

Vamos juntos! 🙌
#Redragagem #DesenvolvimentoRegional #ForçaDoSul #UniãoPorRecursos",104,"02/10/2025 14:12",https://www.instagram.com/reel/DF6JMYIJGs2/,"Reel do Instagram",,Total,16971,13494,188,10,2,12,2
18318467422300041,17841401444333135,pepecollaco,"Pepê Collaço","👏Parabéns Sr. Lindomar Cardoso Tournier, exemplo de vitalidade, talento e dedicação à literatura! Aos 103 anos e com 21 obras publicadas, seu legado ultrapassa páginas e inspira gerações que honra tê-lo como o escritor mais longevo em atividade no mundo! 🌎",0,"07/10/2025 12:28",https://www.instagram.com/p/DL8GKwdpdqJ/,"Imagem do Instagram",,Total,3706,2350,169,2,2,5,1
18054113504105226,17841401444333135,pepecollaco,"Pepê Collaço","A correria é grande, o dia é intenso, mas a gente trabalha com felicidade! 🚀",25,"07/09/2025 14:49",https://www.instagram.com/reel/DL5w--Gpeh8/,"Reel do Instagram",,Total,12304,12444,75,8,0,7,1
17880978234345858,17841401444333135,pepecollaco,"Pepê Collaço","💭 O jogo é às 16h, mas a cabeça já tá gritando: FLUMINENSE VAI JOGAR!!!🇭🇺

Aviso aos secadores: Eu acredito e já chegamos mais longe! 😉",42,"07/08/2025 09:17",https://www.instagram.com/reel/DL2lflouMJG/,"Reel do Instagram",,Total,20421,17391,172,10,1,5,0
18349992982087301,17841401444333135,pepecollaco,"Pepê Collaço","MILEI CORTA IMPOSTOS, LULA AUMENTA! 😒

O aumento de impostos só tira o dinheiro do bolso do trabalhador, perdemos nosso poder de compra e esfria a economia. É, estamos nadando contra a maré. 🫢

Deixe sua opinião nos comentários! ⬇️

#Repost 🔁 @jornadatop",0,"07/07/2025 16:35",https://www.instagram.com/p/DL00C27pJLz/,"Carrossel do Instagram",,Total,8180,4478,214,155,0,19,5
17909115864054859,17841400535235628,brubrunelcollaco,"Bruna Brunel Collaço","Meu amor! 
Hoje você completa 11 anos! 
Com você descobri um novo universo, um amor sem medidas, um mundo mais colorido! 
Você é luz e alegria por onde passa!
Orgulho dessa menina incrível e amorosa! 
Amo você demais minha Manu! 
Feliz aniversário! 
🎈 🥳❤️",41,"07/07/2025 11:22",https://www.instagram.com/reel/DL0PspwpmzcJFEfhB6-x9IGb8upf198GFKJRbw0/,"Reel do Instagram",,Total,2632,1380,139,0,0,18,0
17912594229156081,17841401444333135,pepecollaco,"Pepê Collaço","E vamos pra mais uma semana abençoada! 🙏🚀",16,"07/07/2025 06:17",https://www.instagram.com/reel/DLztJZSOTro/,"Reel do Instagram",,Total,19443,13529,125,27,2,7,1
18166739050347631,17841401444333135,pepecollaco,"Pepê Collaço","VAMO PRA SEMIFINAL!❤️🤍💚

Só quem é tricolor sabe o que foi esse jogo!!! É DEVAXXXTADOR!",0,"07/04/2025 15:48",https://www.instagram.com/p/DLtAP-qJHN1/,"Imagem do Instagram",,Total,5449,3250,270,5,0,22,3
17907651342183719,17841401444333135,pepecollaco,"Pepê Collaço","PRA CIMA FLUMINENSE! 

Hoje o clima é esse e não tem jeito: EU VOU FICAR LOUCO DA CABEÇA, NADA ME INTERESSA É O TRICOLOR! ❤️💚🤍",0,"07/04/2025 11:35",https://www.instagram.com/p/DLsjV-AJyvL/,"Imagem do Instagram",,Total,4511,2719,102,15,1,11,1
18062698508180417,17841404807515259,deputadoaltairsilva,"Altair Silva","Um novo jeito de legislar e defender os interesses de cada região de Santa Catarina. 

📲Confira!

#BancadasRegionais #SantaCatarina #Alesc",30,"07/04/2025 09:35",https://www.instagram.com/reel/DLsVkI_sXq-/,"Reel do Instagram",,Total,2285,1702,33,3,1,1,0
18509275606053498,17841401827177081,assembleiasc,ALESC,"Jogo Rápido está no ar! O novo podcast da Alesc mostra o lado torcedor dos deputados. Nesse primeiro episódio, @volneiweberoficial (MDB e flamenguista) e @pepecollaco (PP e tricolor) falam da paixão pelos clubes e do esporte como política pública! Confira o programa completo no Spotify: bit.ly/JogoRapido1

#JogoRápido #PaixãoPeloFutebol #Esporte #Alesc",23,"07/03/2025 16:00",https://www.instagram.com/reel/DLqb3zKMLCa/,"Reel do Instagram",,Total,2352,1575,36,2,0,6,0
18047321534533463,17841401444333135,pepecollaco,"Pepê Collaço","FLA X FLU, o clássico também na política? ⚽️🫢

No Podcast Jogo Rápido da @assembleiasc , bati um papo descontraído com meu amigo e colega deputado @volneiweberoficial Falamos sobre a importância do esporte na educação e no social. E claro, não podia faltar uma resenha sobre os bastidores de um bom Fla x Flu!

👀 Em breve no ar. Fica ligado!",0,"07/02/2025 10:14",https://www.instagram.com/p/DLnQfRlOtTd/,"Imagem do Instagram",,Total,4539,2815,57,6,1,0,0
18059471525203908,17841401444333135,pepecollaco,"Pepê Collaço","CAMINHOS DO MAR! 🌊

O asfaltamento da estrada que liga Passo de Torres a Laguna é prioridade para a Bancada Regional do Sul da #Alesc! Confira! 🛣️ 

#BancadaDoSul #santacatarina #deputadoestadual",29,"07/01/2025 07:59",https://www.instagram.com/reel/DLkcITPuO9M/,"Reel do Instagram",,Total,6296,4469,96,19,1,2,1
