"ID","DATA_PUBLICACAO","ANO","TITULO","VEICULO","URL","TIPO_DE_VEICULO","PAUTA_PRINCIPAL","SUBPAUTA","MUNICIPIO","REGIAO","RESUMO","ATUACAO_DE_PEPE_COLLACO","RELEVANCIA","PALAVRAS_CHAVE","PROJETO_OU_OBRA_RELACIONADA","VALOR_RECURSO","CITACAO_DE_PEPE","LINK_VALIDADO","OBSERVACOES"
"68","14/04/2026","2026","Equoterapia ajuda no desenvolvimento emocional e social de pessoas com TEA na região","UNITV","https://unitv.com.br/geral/equoterapia-ajuda-no-desenvolvimento-emocional-e-social-de-pessoas-com-tea-na-regiao/","Emissora de TV regional","AUTISMO E INCLUSÃO","Equoterapia; TEA; emendas","Tubarão; Laguna; Santa Rosa do Sul; Jacinto Machado; Pedras Grandes; Orleans; Lauro Müller","Sul de SC / AMUREL, AMREC e AMESC","Reportagem televisiva sobre o uso da equoterapia no desenvolvimento emocional e social de pessoas com TEA na região sul, com o registro do valor exato destinado pelo deputado a projetos de autismo.","Coordenador da Frente Parlamentar em Defesa dos Direitos das Pessoas com TEA; autor das emendas de R$ 3.590.439,24 destinadas a ações voltadas ao TEA.","ALTA","equoterapia; TEA; autismo; emendas; inclusão","Emendas para equoterapia e ações de TEA","R$ 3.590.439,24","SIM","SIM","Traz o valor exato das emendas de TEA; complementa a matéria do Notisul da mesma data."
"69","05/05/2026","2026","Sessão na Alesc destaca importância do Complexo Jorge Lacerda para SC","Sul Agora","https://sulagora.com.br/geral/sessao-especial-destaca-importancia-do-complexo-jorge-lacerda-para-o-desenvolvimento-de-sc-24399","Portal de notícias regional","ECONOMIA","Complexo Jorge Lacerda; carvão; energia","Capivari de Baixo; Sangão","Sul de SC / AMUREL","Sessão especial na Alesc homenageia os 60 anos do Complexo Termelétrico Jorge Lacerda e destaca a importância da cadeia produtiva do carvão, que movimenta cerca de R$ 6 bilhões por ano na economia catarinense.","Proponente da sessão especial; conduziu a homenagem e defendeu a cadeia produtiva do carvão no Sul do estado.","ALTA","Jorge Lacerda; carvão; energia; Capivari de Baixo; sessão especial","Sessão especial dos 60 anos do Complexo Jorge Lacerda","R$ 6 bilhões (movimentação anual da cadeia do carvão)","SIM","SIM",""
"70","19/05/2026","2026","Construção de salas de aula amplia a capacidade de atendimento da Apae de Capivari de Baixo","Eximproviso News","https://eximproviso.net/construcao-de-salas-de-aula-amplia-a-capacidade-de-atendimento-da-apae-de-capivari-de-baixo/","Portal de notícias regional","EDUCAÇÃO","APAE; educação especial; inclusão","Capivari de Baixo","Sul de SC / AMUREL","Inauguração de novas salas de aula na APAE de Capivari de Baixo, construídas com emenda parlamentar. Na ocasião foram anunciados recursos para a aquisição de um novo veículo de transporte para a entidade.","Autor da emenda que financiou a obra e responsável pelo anúncio de novos recursos para a entidade.","ALTA","APAE; Capivari de Baixo; educação especial; emenda","Construção de salas de aula da APAE de Capivari de Baixo","","SIM","SIM",""
"71","27/05/2026","2026","Sessão itinerante da Alesc aprova títulos de utilidade pública para 15 entidades do Sul de SC","Reporter Sul","https://www.reportersul.com.br/sessao-itinerante-da-alesc-aprova-titulos-de-utilidade-publica-para-15-entidades-do-sul-de-sc/","Portal de notícias regional","ENTIDADES SOCIAIS","Entidades sociais; utilidade pública","Capivari de Baixo; Tubarão","Sul de SC / AMUREL","Sessão itinerante da Alesc no Sul do estado aprova títulos de utilidade pública estadual para 15 entidades, três delas por proposição do deputado: ASANC e Associação dos Clubes de Mães, de Capivari de Baixo, e AABB de Tubarão.","Autor das proposições que concederam título de utilidade pública estadual a três entidades do Sul catarinense.","MÉDIA","utilidade pública; entidades sociais; ASANC; Clubes de Mães; AABB","Títulos de utilidade pública estadual","","NÃO","SIM",""
"72","29/05/2026","2026","Linha Dura: os 156 anos de Tubarão e os bastidores da política para as eleições 2026","Notisul","https://www.notisul.com.br/confira-os-bastidores-da-politica-no-sul-catarinense-para-as-eleicoes-2026/","Coluna política (jornal regional)","POLÍTICA E ARTICULAÇÃO","Coluna; eleições 2026; prestação de contas","Tubarão; Laguna; Orleans; Imbituba; Capivari de Baixo","Sul de SC / AMUREL e AMREC","Coluna de bastidores políticos que registra a campanha de outdoors do deputado anunciando mais de R$ 100 milhões destinados a Tubarão e região.","Citado em tom crítico pela coluna a propósito da divulgação dos R$ 100 milhões em emendas.","BAIXA","coluna; eleições 2026; outdoors; emendas","","R$ 100 milhões (segundo divulgação do próprio deputado)","NÃO","SIM","Conteúdo opinativo e crítico; valor documental apenas para registrar a repercussão dos números divulgados."
"73","04/06/2026","2026","Pepê Collaço já viabilizou R$ 3 milhões para Nova Veneza","Portal Veneza","https://www.portalveneza.com.br/pepe-collaco-ja-viabilizou-r-3-milhoes-para-nova-veneza/","Portal de notícias municipal","DESENVOLVIMENTO REGIONAL","Emendas; saúde; esporte; inclusão","Nova Veneza","Sul de SC / AMREC","Balanço dos R$ 3 milhões viabilizados pelo deputado para Nova Veneza ao longo do mandato, aplicados em saúde, pavimentação, espaços esportivos, veículos, salas sensoriais na rede de ensino e ações de ecoterapia para pessoas com TEA.","Autor das emendas que somam R$ 3 milhões destinados ao município; é o protagonista da matéria.","ALTA","Nova Veneza; emendas; salas sensoriais; TEA; esporte","Emendas para Nova Veneza (saúde, infraestrutura, esporte, inclusão)","R$ 3 milhões","SIM","SIM","Boa referência para a pauta de salas sensoriais fora da Amurel."
"74","18/06/2026","2026","Pepê Collaço reúne mais de 400 lideranças e reforça força política em SC","SCTodoDia","https://sctd.com.br/politica/pepe-collaco-reune-mais-de-400-liderancas-e-reforca-forca-politica-em-sc/","Portal de notícias regional","POLÍTICA E ARTICULAÇÃO","Articulação política; prefeitos e vereadores","Florianópolis","Santa Catarina / Estadual","Encontro promovido pelo deputado em Florianópolis reuniu mais de 400 prefeitos, vice-prefeitos, vereadores e representantes municipais de várias regiões do estado. Na ocasião apresentou balanço das ações do mandato e das obras viabilizadas.","Organizador e protagonista do encontro; apresentou balanço das entregas do mandato na condição de presidente da CCJ da Alesc.","MÉDIA","lideranças; prefeitos; articulação; CCJ","","","SIM","SIM",""
"75","08/07/2026","2026","Desassoreamento do Canal da Barra do Camacho é discutido na Secretaria de Estado da Defesa Civil","UNITV","https://unitv.com.br/destaque/desassoreamento-do-canal-da-barra-do-camacho-e-discutido-na-secretaria-de-estado-da-defesa-civil/","Emissora de TV regional","INFRAESTRUTURA","Dragagem; Barra do Camacho; Defesa Civil","Jaguaruna; Tubarão","Sul de SC / AMUREL","Reunião na Secretaria de Estado da Proteção e Defesa Civil discute nova dragagem do Canal da Barra do Camacho, hoje com profundidade inferior a 50 centímetros em alguns pontos. A última dragagem, em 2022, custou R$ 10 milhões.","Participou da reunião e apresentou os argumentos técnicos e regionais pela nova intervenção no canal.","ALTA","Barra do Camacho; dragagem; Jaguaruna; Defesa Civil","Desassoreamento do Canal da Barra do Camacho","R$ 10 milhões (dragagem de 2022)","SIM","SIM",""
"76","14/07/2026","2026","Sob protestos e bate-boca, pedido de vista adia votação de projeto que altera política de cotas em SC","ND Mais","https://ndmais.com.br/politica/sob-protestos-e-bate-boca-pedido-de-vista-adia-votacao-de-projeto-que-altera-politica-de-cotas-em-sc/","Portal de notícias estadual","EDUCAÇÃO","Política de cotas; CCJ; Alesc","Santa Catarina","Santa Catarina / Estadual","Reunião tumultuada da CCJ adia a votação do projeto que reformula a política de cotas nas instituições estaduais de ensino superior, sob protestos no plenário da comissão.","Presidiu a reunião da CCJ e conduziu a sessão durante os protestos, intervindo para manter a ordem dos trabalhos.","MÉDIA","cotas; CCJ; ensino superior; Alesc","Projeto de reformulação da política de cotas","","SIM","SIM",""
"77","31/07/2026","2026","Prestação de contas de Pepê Collaço reúne cerca de mil pessoas em Tubarão","Eximproviso News","https://eximproviso.net/prestacao-de-contas-de-pepe-collaco-reune-cerca-de-mil-pessoas-em-tubarao/","Portal de notícias regional","BALANÇO DE MANDATO","Balanço de mandato; emendas","Tubarão; Jaguaruna","Sul de SC / AMUREL","Evento de prestação de contas do mandato reúne cerca de mil pessoas em Tubarão. O deputado apresenta o resultado de quase quatro anos: mais de 500 projetos atendidos e cerca de R$ 200 milhões destinados a municípios, sendo aproximadamente R$ 100 milhões na Amurel.","Protagonista do evento e da matéria; apresenta o balanço das entregas do próprio mandato.","ALTA","prestação de contas; balanço; emendas; Amurel","Emendas parlamentares do mandato","Cerca de R$ 200 milhões (estado); cerca de R$ 100 milhões (Amurel)","NÃO","SIM",""
"78","04/08/2026","2026","Braço do Norte inicia programa de equoterapia e amplia atendimento especializado","Reporter Sul","https://www.reportersul.com.br/braco-do-norte-inicia-programa-de-equoterapia-e-amplia-atendimento-especializado/","Portal de notícias regional","AUTISMO E INCLUSÃO","Equoterapia; TEA; emenda","Braço do Norte","Sul de SC / AMUREL","Braço do Norte inicia programa municipal de equoterapia, com investimento total de R$ 330 mil, sendo R$ 180 mil de emenda do deputado e R$ 150 mil de outro parlamentar.","Autor da emenda de R$ 180 mil que viabilizou a implantação do programa de equoterapia no município.","ALTA","equoterapia; TEA; Braço do Norte; emenda","Programa municipal de equoterapia de Braço do Norte","R$ 180 mil (emenda do deputado); R$ 330 mil (total)","NÃO","SIM",""
"79","21/08/2026","2026","Prefeitura assina ordem de serviço para pavimentação da Rua Santa Della Giustina Coan em BN","Reporter Sul","https://www.reportersul.com.br/prefeitura-assina-ordem-de-servico-para-pavimentacao-da-rua-santa-della-giustina-coan-em-bn/","Portal de notícias regional","INFRAESTRUTURA","Pavimentação; emenda parlamentar","Braço do Norte","Sul de SC / AMUREL","Braço do Norte assina ordem de serviço para pavimentação da Rua Santa Della Giustina Coan, obra de R$ 402 mil, sendo R$ 150 mil de emenda do deputado e R$ 252 mil de contrapartida municipal.","Autor da emenda parlamentar de R$ 150 mil que financia parte da obra de pavimentação.","MÉDIA","pavimentação; Braço do Norte; emenda; obra","Pavimentação da Rua Santa Della Giustina Coan","R$ 150 mil (emenda); R$ 402 mil (total)","NÃO","SIM",""
"80","29/08/2026","2026","Deputado Pepê Collaço acompanha governador licenciado em agenda em Tubarão","Eximproviso News","https://eximproviso.net/deputado-pepe-collaco-acompanha-governador-licenciado-em-agenda-em-tubarao/","Portal de notícias regional","POLÍTICA E ARTICULAÇÃO","Agenda; articulação com governo do Estado","Tubarão","Sul de SC / AMUREL","O deputado acompanha o governador licenciado Jorginho Mello em agenda na Arena Multiuso de Tubarão. Na ocasião, cita os recursos enviados aos municípios em parceria com o governo do Estado.","Anfitrião regional da agenda e fonte da matéria sobre os recursos viabilizados em parceria com o governo estadual.","MÉDIA","Jorginho Mello; Tubarão; agenda; emendas","","Cerca de R$ 200 milhões (estado); R$ 100 milhões (Amurel); R$ 20 milhões (Tubarão)","SIM","SIM",""
